title;paperId;doi;authors;publisher;topics;fields_of_study;year
CADE: Detecting and Explaining Concept Drift Samples for Security Applications.;2cf435278f4a3d44660d13e502b69bc0f1dbc539;;Limin Yang,Wenbo Guo,Qingying Hao,A. Ciptadi,Aliakbar Ahmadzadeh,Xinyu Xing,Gang Wang;USENIX Security Symposium;;Computer Science;2021
SIGL: Securing Software Installations Through Deep Graph Learning.;2d9568045e326fa1b103d4c2a9d6d20751c40418;;Xueyuan Han,Xiao Yu,Thomas Pasquier,Ding Li,J. Rhee,James W. Mickens,M. Seltzer,Haifeng Chen;USENIX Security Symposium;;Computer Science;2021
ExpRace: Exploiting Kernel Races through Raising Interrupts.;a1f40062fa1ebb39965c1b0c23c487ca12053f6e;;Yoochan Lee,Changwoo Min,Byoungyoung Lee;USENIX Security Symposium;;Computer Science;2021
Undo Workarounds for Kernel Bugs.;7c92c47721cb7dbada47b712372110a300f39986;;Seyed Mohammadjavad Seyed Talebi,Zhihao Yao,A. A. Sani,Zhiyun Qian,D. Austin;USENIX Security Symposium;;Computer Science;2021
An Analysis of Speculative Type Confusion Vulnerabilities in the Wild.;aecc1a623c745585985346597a2f8ba788a26256;;Ofek Kirzner,Adam Morrison;USENIX Security Symposium;;Computer Science;2021
Blinder: Partition-Oblivious Hierarchical Scheduling.;0e65f84e9e7360d6b460dc3b1febf617463bb532;;Man-Ki Yoon,Meng-qi Liu,Hao Chen,Jung-Eun Kim,Zhong Shao;USENIX Security Symposium;;Computer Science;2021
SHARD: Fine-Grained Kernel Specialization with Context-Aware Hardening.;;;Muhammad Abubakar,Adil Ahmad,Pedro Fonseca 0001,Dongyan Xu;USENIX Security Symposium;USENIX Security Symposium;computer science;computer science;2021
Preventing Use-After-Free Attacks with Fast Forward Allocation.;84a5cded18241d329ce8340fbe1f86e4957f8eba;;Brian Wickman,Hong Hu,Insu Yun,Daehee Jang,Jungwon Lim,Sanidhya Kashyap,Taesoo Kim;USENIX Security Symposium;;Computer Science;2021
Detecting Kernel Refcount Bugs with Two-Dimensional Consistency Checking.;ba8b5634d56919d903106f13a4c94ff878e82f7a;;Xin Tan,Yuan Zhang,Xiyu Yang,Kangjie Lu,Min Yang;USENIX Security Symposium;;Computer Science;2021
Effective Notification Campaigns on the Web: A Matter of Trust, Framing, and Support.;08847f0db0afe8299ad37f5ee0edf53d3af57f6a;;Max Maass,Alina Stöver,H. Pridöhl,Sebastian Bretthauer,Dominik Herrmann,M. Hollick,Indra Spiecker;USENIX Security Symposium;;Computer Science;2021
Fingerprinting in Style: Detecting Browser Extensions via Injected Style Sheets.;d04f889b2b5f1e2cf27ed555f578c02b2738606d;;Pierre Laperdrix,Oleksii Starov,Quan Chen,A. Kapravelos,Nick Nikiforakis;USENIX Security Symposium;;Computer Science;2021
JAW: Studying Client-side CSRF with Hybrid Property Graphs and Declarative Traversals.;98e7231a3917fb06206ef85ec010fc59060269f3;;Soheil Khodayari,Giancarlo Pellegrino;USENIX Security Symposium;;Computer Science;2021
AdCube: WebVR Ad Fraud and Practical Confinement of Third-Party Ads.;99d92cd3c4a32f339e5368ef95514f7890aba78b;;Hyunjoo Lee,Jiyeon Lee,Daejun Kim,S. Jana,I. Shin,Sooel Son;USENIX Security Symposium;;Computer Science;2021
CACTI: Captcha Avoidance via Client-side TEE Integration.;5becc8a630af072b9226a935e32843430c1ee1c7;;Yoshimichi Nakatsuka,Ercan Ozturk,Andrew J. Paverd,G. Tsudik;USENIX Security Symposium;CAPTCHA,Client-side,Tee (command),Trust anchor,Group signature,Web server,ARM architecture,Web service,Digital signature,Authentication,Verification and validation,Overhead (computing),Trusted computing base;Computer Science;2021
PolyScope: Multi-Policy Access Control Analysis to Compute Authorized Attack Operations in Android Systems.;6cf8657af6ed2c8fbab2e0a34656ac9e9f73fb9d;;Yu-Tsung Lee,W. Enck,Haining Chen,H. Vijayakumar,Ninghui Li,Zhiyun Qian,Daimeng Wang,Giuseppe Petracca,Trent Jaeger;USENIX Security Symposium;;Computer Science;2021
Nyx: Greybox Hypervisor Fuzzing using Fast Snapshots and Affine Types.;6e98e8c21caf67fd1002f3600a7a222a16de9a3c;;Sergej Schumilo,C. Aschermann,A. Abbasi,Simon Wörner,Thorsten Holz;USENIX Security Symposium;;Computer Science;2021
Systematic Evaluation of Privacy Risks of Machine Learning Models.;fd6e4d74b8df1eed41a0915c5d760fe3cfa58278;;Liwei Song,Prateek Mittal;USENIX Security Symposium;;Computer Science,Mathematics;2021
Extracting Training Data from Large Language Models.;62d1a3137b01a69443bebf4d92c1990ec512a6a1;;Nicholas Carlini,Florian Tramèr,Eric Wallace,Matthew Jagielski,Ariel Herbert-Voss,Katherine Lee,Adam Roberts,Tom B. Brown,D. Song,Ú. Erlingsson,Alina Oprea,Colin Raffel;USENIX Security Symposium;;Computer Science;2021
SWIFT: Super-fast and Robust Privacy-Preserving Machine Learning.;;;Nishat Koti,Mahak Pancholi,Arpita Patra,Ajith Suresh;USENIX Security Symposium;USENIX Security Symposium;computer science;computer science;2021
Stealing Links from Graph Neural Networks.;8ed7690bc1261be51eb07ca294c9ce571b12b6ed;;Xinlei He,Jinyuan Jia,M. Backes,N. Gong,Yang Zhang;USENIX Security Symposium;;Computer Science;2021
Leakage of Dataset Properties in Multi-Party Machine Learning.;;;Wanrong Zhang 0001,Shruti Tople,Olga Ohrimenko;USENIX Security Symposium;USENIX Security Symposium;computer science;computer science;2021
Defeating DNN-Based Traffic Analysis Systems in Real-Time With Blind Adversarial Perturbations.;;;Milad Nasr,Alireza Bahramali,Amir Houmansadr;USENIX Security Symposium;USENIX Security Symposium;computer science;computer science;2021
Cerebro: A Platform for Multi-Party Cryptographic Collaborative Learning.;;;Wenting Zheng,Ryan Deng,Weikeng Chen,Raluca Ada Popa,Aurojit Panda,Ion Stoica;USENIX Security Symposium;USENIX Security Symposium;computer science;computer science;2021
SyzVegas: Beating Kernel Fuzzing Odds with Reinforcement Learning.;30155b1fa0eb7ee5ea8048457e5206a7262469ce;;Daimeng Wang,Zheng Zhang,Hang Zhang,Zhiyun Qian,S. Krishnamurthy,Nael CSE and ECE Abu-Ghazaleh;USENIX Security Symposium;;Computer Science;2021
Android SmartTVs Vulnerability Discovery via Log-Guided Fuzzing.;7ba29bbd8e84542e9a8e58cb5598f821f4e9c3bb;;Yousra Aafer,Wei You,Yi Sun,Yu Shi,X. Zhang,Heng Yin;USENIX Security Symposium;;Computer Science;2021
UNIFUZZ: A Holistic and Pragmatic Metrics-Driven Platform for Evaluating Fuzzers.;6f5ebfc25296c8aea75ff0996563e77702720668;;Yuwei Li,S. Ji,Yuan Chen,Sizhuang Liang,Wei-Han Lee,Yueyao Chen,Chenyang Lyu,Chunming Wu,R. Beyah,Peng Cheng,Kangjie Lu,Ting Wang;USENIX Security Symposium;;Computer Science;2021
Token-Level Fuzzing.;fcc555601887ac9f6466dde8ac8b6f2a19deff4c;10.1109/tse.2019.2946563;Valentin J. M. Manès,HyungSeok Han,Choongwoo Han,S. Cha,Manuel Egele,Edward J. Schwartz,Maverick Woo;USENIX Security Symposium;Vulnerability (computing),Classification Tree Method,High-level programming language,Coherence (physics),General-purpose modeling,Deploy,Taxonomy;Computer Science;2021
APICraft: Fuzz Driver Generation for Closed-source SDK Libraries.;f803962b938fe2dafc5a98fcbcebb56cde04a405;;Cen Zhang,Xingwei Lin,Yuekang Li,Yinxing Xue,Jundong Xie,Hongxu Chen,Xinlei Ying,Jiashui Wang,Yang Liu;USENIX Security Symposium;;Computer Science;2021
The Use of Likely Invariants as Feedback for Fuzzers.;68c1ccd4965515c582af31ec88c4f372e340cde7;;Andrea Fioraldi,Daniele Cono D'Elia,D. Balzarotti;USENIX Security Symposium;;Computer Science;2021
ICSFuzz: Manipulating I/Os and Repurposing Binary Code to Enable Instrumented Fuzzing in ICS Control Applications.;91fb808f9becab09431e167f20397e8b2104e27c;;Dimitrios Tychalas,Hadjer Benkraouda,M. Maniatakos;USENIX Security Symposium;;Computer Science;2021
Prime+Probe 1, JavaScript 0: Overcoming Browser-based Side-Channel Defenses.;2dc561b9010288d24a7428dcf62c3d09452828bb;;A. Shusterman,Ayush Agarwal,Sioli O'Connell,Daniel Genkin,Yossi Oren,Y. Yarom;USENIX Security Symposium;;Computer Science;2021
Saphire: Sandboxing PHP Applications with Tailored System Call Allowlists.;8606135dfcf7a5e1c88eaf32c891fa9e940166bf;;Alexander Bulekov,Rasoul Jahanshahi,Manuel Egele;USENIX Security Symposium;;Computer Science;2021
SandTrap: Securing JavaScript-driven Trigger-Action Platforms.;;;Mohammad M. Ahmadpanah,Daniel Hedin,Musard Balliu,Lars Eric Olsson,Andrei Sabelfeld;USENIX Security Symposium;USENIX Security Symposium;computer science;computer science;2021
Can I Take Your Subdomain? Exploring Same-Site Attacks in the Modern Web.;d8ddc9fb26837b917171de576085ad08bd19440e;;M. Squarcina,M. Tempesta,Lorenzo Veronese,Stefano Calzavara,Matteo Maffei;USENIX Security Symposium;;Computer Science;2021
U Can't Debug This: Detecting JavaScript Anti-Debugging Techniques in the Wild.;4137a5d49d416dc0028ed2e539cf90f02fc776c2;;Marius Musch,Martin Johns;USENIX Security Symposium;;Computer Science;2021
Abusing Hidden Properties to Attack the Node.js Ecosystem.;b2f8c8a1c291f969775e38402a7181c6d3b1da71;;Feng Xiao,Jianwei Huang,Yichang Xiong,Guangliang Yang,Hong Hu,G. Gu,Wenke Lee;USENIX Security Symposium;;Computer Science;2021
mID: Tracing Screen Photos via Moiré Patterns.;ca9154fcb8fbc0fc519041df0376bdb8afc88a19;;Yushi Cheng,Xiaoyu Ji,Lixu Wang,Qi Pang,Yi-Chao Chen,Wenyuan Xu;USENIX Security Symposium;;Computer Science;2021
SEAL: Storage-efficient Causality Analysis on Enterprise Logs with Query-friendly Compression.;;;Peng Fei,Zhou Li 0001,Zhiying Wang 0001,Xiao Yu 0007,Ding Li 0001,Kangkook Jee;USENIX Security Symposium;USENIX Security Symposium;computer science;computer science;2021
ATLAS: A Sequence-based Learning Approach for Attack Investigation.;;;Abdulellah Alsaheel,Yuhong Nan,Shiqing Ma,Le Yu,Gregory Walkup,Z. Berkay Celik,Xiangyu Zhang 0001,Dongyan Xu;USENIX Security Symposium;USENIX Security Symposium;computer science;computer science;2021
ELISE: A Storage Efficient Logging System Powered by Redundancy Reduction and Representation Learning.;6e222291578d39c77381a671ff6b9e8b62634670;;Hailun Ding,Shenao Yan,Juan Zhai,Shiqing Ma;USENIX Security Symposium;;Computer Science;2021
V0Finder: Discovering the Correct Origin of Publicly Reported Software Vulnerabilities.;efdf06a28afcbd90a8dc5d6e8d28aa13a4b1b50f;;Seunghoon Woo,Dongwoo Lee,Sung-Hwuy Park,Heejo Lee,S. Dietrich;USENIX Security Symposium;;Computer Science;2021
Minerva- An Efficient Risk-Limiting Ballot Polling Audit.;9a644917538b13720be494814f44d2d5375fa418;;Filip Zagórski,Grant McClearn,Sarah Morin,Neal McBurnett,P. Vora;USENIX Security Symposium;;Computer Science;2021
Security Analysis of the Democracy Live Online Voting System.;789ddce673aa1d0a77f0fd4a2e88418b10e8c9ec;;Michael A. Specter,J. A. Halderman;USENIX Security Symposium;;Computer Science;2021
Hopper: Modeling and Detecting Lateral Movement.;5457e9c61d2c1f181a2f476f189a0d4da8a0f44f;;Grant Ho,Mayank Dhiman,Devdatta Akhawe,V. Paxson,S. Savage,G. Voelker,D. Wagner;USENIX Security Symposium;;Computer Science;2021
LZR: Identifying Unexpected Internet Services.;0de86c27c2647f85edc00d029e969d517b939c3d;;Liz Izhikevich,R. Teixeira,Zakir Durumeric;USENIX Security Symposium;;Computer Science;2021
Blind In/On-Path Attacks and Applications to VPNs.;;;William J. Tolley,Beau Kujath,Mohammad Taha Khan,Narseo Vallina-Rodriguez,Jedidiah R. Crandall;USENIX Security Symposium;USENIX Security Symposium;computer science;computer science;2021
The Hijackers Guide To The Galaxy: Off-Path Taking Over Internet Resources.;eae082320cb434b60b44bbc7a406f968b67347b3;10.48550/arXiv.2205.05473;Tianxiang Dai,Philipp Jeitner,Haya Shulman,M. Waidner;USENIX Security Symposium;;Computer Science;2021
Injection Attacks Reloaded: Tunnelling Malicious Payloads over DNS.;35bf1cffa93c77bb38b4034b235f78d155191386;10.48550/arXiv.2205.05439;Philipp Jeitner,Haya Shulman;USENIX Security Symposium;;Computer Science;2021
Causal Analysis for Software-Defined Networking Attacks.;f5137d7e1f1c32d7fc30ee9ed903f9d9de8b5570;;Benjamin E. Ujcich,Samuel Jero,R. Skowyra,Adam Bates,W. Sanders,H. Okhravi;USENIX Security Symposium;;Computer Science;2021
Weak Links in Authentication Chains: A Large-scale Analysis of Email Sender Spoofing Attacks.;7f9ea61507b6b83f0f8f0940e4e09b83331b88ac;;Kaiwen Shen,Chuhan Wang,Minglei Guo,Xiaofeng Zheng,Chaoyi Lu,Baojun Liu,Yuxuan Zhao,S. Hao,Haixin Duan,Qingfeng Pan,Min Yang;USENIX Security Symposium;;Computer Science;2021
Automated Discovery of Denial-of-Service Vulnerabilities in Connected Vehicle Protocols.;5c344796fc0d7c87bec0148a0711b80b2b47eb9b;;Shengtuo Hu,Qi Alfred Chen,Jiachen Sun,Yiheng Feng,Z. Morley Mao,Henry X. Liu;USENIX Security Symposium;;Computer Science;2021
Too Good to Be Safe: Tricking Lane Detection in Autonomous Driving with Crafted Perturbations.;b586a90c2e6a59a81700c41e2caaeb428d8978cb;;Pengfei Jing,Qiyi Tang,Yue Du,Lei Xue,Xiapu Luo,Ting Wang,Sen Nie,Shi Wu;USENIX Security Symposium;;Computer Science;2021
Acoustics to the Rescue: Physical Key Inference Attack Revisited.;6dc1b17f4aa53cb4df7dca6c003d0592d4607d96;;Soundarya Ramesh,Rui Xiao,Anindya Maiti,Jong Taek Lee,Harini Ramprasad,Ananda Kumar,M. Jadliwala,Jun Han;USENIX Security Symposium;;Computer Science;2021
Messy States of Wiring: Vulnerabilities in Emerging Personal Payment Systems.;d0b937319db7c2413798904691d52f593518b08f;;Jiadong Lou,Xu Yuan,Ning Zhang;USENIX Security Symposium;;Computer Science;2021
Research on the Security of Visual Reasoning CAPTCHA.;0269a3b827b857fc4b18a78a13bd6c9fa13588ac;;Yipeng Gao,Haichang Gao,Sainan Luo,Yang Zi,Shudong Zhang,Wenjie Mao,Ping Wang,Yulong Shen,Jeff Yan;USENIX Security Symposium;;Computer Science;2021
Dirty Road Can Attack: Security of Deep Learning based Automated Lane Centering under Physical-World Attack.;5387f3fc7a063496fce5d0baecfe502c44374149;;Takami Sato,Junjie Shen,Ningfei Wang,Yunhan Jia,Xue Lin,Qi Alfred Chen;USENIX Security Symposium;;Computer Science;2021
Domain Shadowing: Leveraging Content Delivery Networks for Robust Blocking-Resistant Communications.;7a0d1b64ed78d06d6dd9ee685a7a943b606ac11a;;Ming Wei;USENIX Security Symposium;;Computer Science;2021
Weaponizing Middleboxes for TCP Reflected Amplification.;114fd91c1a1731ab0ca9908782ee90934d6b5426;;Kevin Bock,Abdulrahman Alaraj,Yair Fax,K. Hurley,Eric Wustrow,Dave Levin;USENIX Security Symposium;;Computer Science;2021
Collective Information Security in Large-Scale Urban Protests: the Case of Hong Kong.;c8135211f4dd4ce21c832481ec9f96eac26cc8d9;;Martin Albrecht,Jorge Blasco,R. Jensen,Lenka Marekov'a;USENIX Security Symposium;;Computer Science;2021
How Great is the Great Firewall? Measuring China's DNS Censorship.;bf820d51f54152e2571f850ea67a23330043bb51;;Nguyen Phong Hoang,Arian Akhavan Niaki,Jakub Dalek,Jeffrey Knockel,Pellaeon Lin,Bill Marczak,Masashi Crete-Nishihata,Phillipa Gill,M. Polychronakis;USENIX Security Symposium;;Computer Science;2021
Balboa: Bobbing and Weaving around Network Censorship.;e5e0a7fd3fccdde06f0655fecb15183761397b7d;;Marc B. Rosen,James Parker,A. Malozemoff;USENIX Security Symposium;;Computer Science;2021
Once is Never Enough: Foundations for Sound Statistical Inference in Tor Network Experimentation.;5bd59f97d5cbf95e8e5187dddd1b91d9495456da;;Rob Jansen,J. Tracey,I. Goldberg;USENIX Security Symposium;;Computer Science;2021
Rollercoaster: An Efficient Group-Multicast Scheme for Mix Networks.;;;Daniel Hugenroth,Martin Kleppmann,Alastair R. Beresford;USENIX Security Symposium;USENIX Security Symposium;computer science;computer science;2021
Obfuscation-Resilient Executable Payload Extraction From Packed Malware.;f37e00cf4c5e7466f515cf3650c238edfd834a65;;Binlin Cheng,Jiang Ming,E. A. Leal,Haotian Zhang,Jianming Fu,Guojun Peng,J. Marion;USENIX Security Symposium;;Computer Science;2021
DeepReflect: Discovering Malicious Functionality through Binary Reconstruction.;757a48f7fd6fabe2d9823bbe51c9ac76d4501150;;Evan Downing,Yisroel Mirsky,Kyuhong Park,Wenke Lee;USENIX Security Symposium;;Computer Science;2021
When Malware Changed Its Mind: An Empirical Study of Variable Program Behaviors in the Real World.;f9a7273651a2f0a1598a9b3a6488b6795373fee0;;Erin Avllazagaj,Ziyun Zhu,Leyla Bilge,D. Balzarotti,T. Dumitras;USENIX Security Symposium;;Computer Science;2021
The Circle Of Life: A Large-Scale Study of The IoT Malware Lifecycle.;fb049e00e920edbe2e8b7cd2ca3fc5f4e6c33a9a;;Omar Alrawi,Chaz Lever,Kevin Valakuzhy,Ryan Court,K. Snow,F. Monrose,M. Antonakakis;USENIX Security Symposium;;Computer Science;2021
Forecasting Malware Capabilities From Cyber Attack Memory Images.;ee3b2ef11dac00d256430fe9c9608de58c129eaf;;Omar Alrawi,Moses Ike,Matthew Pruett,R. Kasturi,Srimanta Barua,Taleb Hirani,Brennan Hill,Brendan Saltaformaggio;USENIX Security Symposium;;Computer Science;2021
YARIX: Scalable YARA-based Malware Intelligence.;6b5cf2506919bb8c25b9bb6d24e7ef787115aa44;;Michael Brengel,C. Rossow;USENIX Security Symposium;;Computer Science;2021
Constraint-guided Directed Greybox Fuzzing.;ebc9ddadf858c861c243ecd604da18370bd66338;;Gwangmu Lee,Woo-Jae Shim,Byoungyoung Lee;USENIX Security Symposium;;Computer Science;2021
PrivateDrop: Practical Privacy-Preserving Authentication for Apple AirDrop.;8f60c996ba0b71b5029cee75f9f9c2c3a8522e47;;A. Heinrich,M. Hollick,T. Schneider,Milan Stute,Christian Weinert;USENIX Security Symposium;;Computer Science;2021
Privacy-Preserving and Standard-Compatible AKA Protocol for 5G.;;;Yuchen Wang,Zhenfeng Zhang,Yongquan Xie;USENIX Security Symposium;USENIX Security Symposium;computer science;computer science;2021
SEApp: Bringing Mandatory Access Control to Android Apps.;808148d1f8d535f19f13ac75d7d3d44190e8d0ca;;M. Rossi,Dario Facchinetti,Enrico Bacis,Marco Rosa,S. Paraboschi;USENIX Security Symposium;;Computer Science;2021
A11y and Privacy don't have to be mutually exclusive: Constraining Accessibility Service Misuse on Android.;aeb92795c66da5cba98da7ea3be7cee28fa9f5c8;;Jie Huang,M. Backes,Sven Bugiel;USENIX Security Symposium;;Computer Science;2021
An Investigation of the Android Kernel Patch Ecosystem.;1f9d473382d9e646574f95c03aaa2babeb62a161;;Zheng Zhang;USENIX Security Symposium;;Computer Science;2021
Share First, Ask Later (or Never?) Studying Violations of GDPR's Explicit Consent in Android Apps.;ecbb1ab32495cdfd2a57e1532aa0422a2555f99d;;Trung Tin Nguyen,M. Backes,Ninja Marnau,Ben Stock;USENIX Security Symposium;;Computer Science;2021
DEFInit: An Analysis of Exposed Android Init Routines.;76f13004d628ebd899e38970bc76230e723a844b;;Yuede Ji,Mohamed Elsabagh,Ryan V. Johnson,A. Stavrou;USENIX Security Symposium;;Computer Science;2021
Scalable Detection of Promotional Website Defacements in Black Hat SEO Campaigns.;945f9ab5338f26adf4bf754c950ef2cac5e39bd3;;Ronghai Yang,Xianbo Wang,Cheng Chi,Dawei Wang,Jiawei He,Siming Pang,W. C. Lau;USENIX Security Symposium;;Computer Science;2021
Compromised or Attacker-Owned: A Large Scale Classification and Study of Hosting Domains of Malicious URLs.;91bba6db6dcad3f5cebbd2bd2633ff91ec56b73f;;Ravindu De Silva,Mohamed Nabeel,Charitha Elvitigala,Issa M. Khalil,Ting Yu,C. Keppitiyagama;USENIX Security Symposium;;Computer Science;2021
